,film_id,award_year,"('ADG', 'Animated')_nominated","('ADG', 'Film')_nominated","('ASC', 'Documentary')_nominated","('ASC', 'Film')_nominated","('BAFTA', 'Adapted_Screenplay')_nominated","('BAFTA', 'Animated')_nominated","('BAFTA', 'Casting')_nominated","('BAFTA', 'Cinematography')_nominated","('BAFTA', 'Costume_Design')_nominated","('BAFTA', 'Directing')_nominated","('BAFTA', 'Documentary')_nominated","('BAFTA', 'Editing')_nominated","('BAFTA', 'Film')_nominated","('BAFTA', 'Lead_Actor')_nominated","('BAFTA', 'Lead_Actress')_nominated","('BAFTA', 'Makeup_Hair')_nominated","('BAFTA', 'Non_English')_nominated","('BAFTA', 'Orignial_Screenplay')_nominated","('BAFTA', 'Production_Design')_nominated","('BAFTA', 'Score')_nominated","('BAFTA', 'Sound')_nominated","('BAFTA', 'Support_Actor')_nominated","('BAFTA', 'Support_Actress')_nominated","('BAFTA', 'Visual_Effects')_nominated","('CAS', 'Animated')_nominated","('CAS', 'Documentary')_nominated","('CAS', 'Film')_nominated","('CAS', 'Sound')_nominated","('DGA', 'Documentary')_nominated","('DGA', 'Film')_nominated","('Eddie', 'Edited_Animated')_nominated","('Eddie', 'Edited_Documentary')_nominated","('Eddie', 'Editing')_nominated","('GG', 'Animated')_nominated","('GG', 'Directing')_nominated","('GG', 'Film')_nominated","('GG', 'Lead_Actor')_nominated","('GG', 'Lead_Actress')_nominated","('GG', 'Non_English')_nominated","('GG', 'Score')_nominated","('GG', 'Screenplay')_nominated","('GG', 'Song')_nominated","('GG', 'Support_Actor')_nominated","('GG', 'Support_Actress')_nominated","('Oscar', 'Adapted_Screenplay')_nominated","('Oscar', 'Animated')_nominated","('Oscar', 'Art_Direction')_nominated","('Oscar', 'Cinematography')_nominated","('Oscar', 'Costume_Design')_nominated","('Oscar', 'Directing')_nominated","('Oscar', 'Documentary')_nominated","('Oscar', 'Editing')_nominated","('Oscar', 'Film')_nominated","('Oscar', 'International')_nominated","('Oscar', 'Lead_Actor')_nominated","('Oscar', 'Lead_Actress')_nominated","('Oscar', 'Makeup_Hair')_nominated","('Oscar', 'Non_English')_nominated","('Oscar', 'Orignial_Screenplay')_nominated","('Oscar', 'Production_Design')_nominated","('Oscar', 'Score')_nominated","('Oscar', 'Song')_nominated","('Oscar', 'Sound')_nominated","('Oscar', 'Sound_Effects')_nominated","('Oscar', 'Support_Actor')_nominated","('Oscar', 'Support_Actress')_nominated","('Oscar', 'Visual_Effects')_nominated","('SAG', 'Casting')_nominated","('SAG', 'Lead_Actor')_nominated","('SAG', 'Lead_Actress')_nominated","('SAG', 'Stunt')_nominated","('SAG', 'Support_Actor')_nominated","('SAG', 'Support_Actress')_nominated","('Spirit', 'Cinematography')_nominated","('Spirit', 'Directing')_nominated","('Spirit', 'Documentary')_nominated","('Spirit', 'Editing')_nominated","('Spirit', 'Film')_nominated","('Spirit', 'International')_nominated","('Spirit', 'Lead')_nominated","('Spirit', 'Lead_Actor')_nominated","('Spirit', 'Lead_Actress')_nominated","('Spirit', 'Screenplay')_nominated","('Spirit', 'Support')_nominated","('Spirit', 'Support_Actor')_nominated","('Spirit', 'Support_Actress')_nominated","('Sundance', 'Documentary')_nominated","('Sundance', 'Film')_nominated","('WGA', 'Adapted_Screenplay')_nominated","('WGA', 'Documentary_Screenplay')_nominated","('WGA', 'Orignial_Screenplay')_nominated","('ADG', 'Animated')_winner","('ADG', 'Film')_winner","('ASC', 'Documentary')_winner","('ASC', 'Film')_winner","('BAFTA', 'Adapted_Screenplay')_winner","('BAFTA', 'Animated')_winner","('BAFTA', 'Casting')_winner","('BAFTA', 'Cinematography')_winner","('BAFTA', 'Costume_Design')_winner","('BAFTA', 'Directing')_winner","('BAFTA', 'Documentary')_winner","('BAFTA', 'Editing')_winner","('BAFTA', 'Film')_winner","('BAFTA', 'Lead_Actor')_winner","('BAFTA', 'Lead_Actress')_winner","('BAFTA', 'Makeup_Hair')_winner","('BAFTA', 'Non_English')_winner","('BAFTA', 'Orignial_Screenplay')_winner","('BAFTA', 'Production_Design')_winner","('BAFTA', 'Score')_winner","('BAFTA', 'Sound')_winner","('BAFTA', 'Support_Actor')_winner","('BAFTA', 'Support_Actress')_winner","('BAFTA', 'Visual_Effects')_winner","('CAS', 'Animated')_winner","('CAS', 'Documentary')_winner","('CAS', 'Film')_winner","('CAS', 'Sound')_winner","('DGA', 'Documentary')_winner","('DGA', 'Film')_winner","('Eddie', 'Edited_Animated')_winner","('Eddie', 'Edited_Documentary')_winner","('Eddie', 'Editing')_winner","('GG', 'Animated')_winner","('GG', 'Directing')_winner","('GG', 'Film')_winner","('GG', 'Lead_Actor')_winner","('GG', 'Lead_Actress')_winner","('GG', 'Non_English')_winner","('GG', 'Score')_winner","('GG', 'Screenplay')_winner","('GG', 'Song')_winner","('GG', 'Support_Actor')_winner","('GG', 'Support_Actress')_winner","('Oscar', 'Adapted_Screenplay')_winner","('Oscar', 'Animated')_winner","('Oscar', 'Art_Direction')_winner","('Oscar', 'Cinematography')_winner","('Oscar', 'Costume_Design')_winner","('Oscar', 'Directing')_winner","('Oscar', 'Documentary')_winner","('Oscar', 'Editing')_winner","('Oscar', 'Film')_winner","('Oscar', 'International')_winner","('Oscar', 'Lead_Actor')_winner","('Oscar', 'Lead_Actress')_winner","('Oscar', 'Makeup_Hair')_winner","('Oscar', 'Non_English')_winner","('Oscar', 'Orignial_Screenplay')_winner","('Oscar', 'Production_Design')_winner","('Oscar', 'Score')_winner","('Oscar', 'Song')_winner","('Oscar', 'Sound')_winner","('Oscar', 'Sound_Effects')_winner","('Oscar', 'Support_Actor')_winner","('Oscar', 'Support_Actress')_winner","('Oscar', 'Visual_Effects')_winner","('SAG', 'Casting')_winner","('SAG', 'Lead_Actor')_winner","('SAG', 'Lead_Actress')_winner","('SAG', 'Stunt')_winner","('SAG', 'Support_Actor')_winner","('SAG', 'Support_Actress')_winner","('Spirit', 'Cinematography')_winner","('Spirit', 'Directing')_winner","('Spirit', 'Documentary')_winner","('Spirit', 'Editing')_winner","('Spirit', 'Film')_winner","('Spirit', 'International')_winner","('Spirit', 'Lead')_winner","('Spirit', 'Lead_Actor')_winner","('Spirit', 'Lead_Actress')_winner","('Spirit', 'Screenplay')_winner","('Spirit', 'Support')_winner","('Spirit', 'Support_Actor')_winner","('Spirit', 'Support_Actress')_winner","('Sundance', 'Documentary')_winner","('Sundance', 'Film')_winner","('WGA', 'Adapted_Screenplay')_winner","('WGA', 'Documentary_Screenplay')_winner","('WGA', 'Orignial_Screenplay')_winner"
0,tt0035423,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,tt0094416,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,tt0118694,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,tt0119743,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,tt0120188,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,tt0120363,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,tt0120601,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tt0120613,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,tt0120616,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,tt0120623,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
